path	class	event_status	canonical_successor
docs/orchestration/FINDING-20260831-strip-noncode-inverts-on-a-closing-triple-quote.md	LIVE	open	
docs/orchestration/FINDING-20260901-cause4-jitter-floor-recovered.md	LIVE	open	
docs/orchestration/FINDING-20260901-f7-floor-ratio-and-seed-pull-measured.md	LIVE	open
docs/orchestration/FINDING-20260901-k0r2-redeploy-precondition-delta.md	LIVE	open	
docs/orchestration/FINDING-20260901-p-leg-status-measured-against-the-candidate.md	LIVE	open
docs/orchestration/FINDING-20260901-pscratch-read-stalls-block-a2b.md	LIVE	open	
docs/orchestration/FINDING-20260906-r5-meter-undercounted-requeue-attempts.md	LIVE	open	
docs/orchestration/FINDING-20260910-r5-attempt-identity-is-not-stable-across-queries.md	LIVE	open	
docs/orchestration/FINDING-20260919-build-time-cv-held-fixed-is-not-the-spec-condition.md	LIVE	open	
docs/orchestration/FINDING-20260906-cause3-scan-execution-composition.md	LIVE	open	
docs/orchestration/FINDINGS.md	LIVE	open	
docs/orchestration/FOLLOWUP-20260906-r5-sacct-window-and-post-stop-accounting.md	LIVE	open	
docs/orchestration/FREEZE-20260830-canonical-requiesce-k0r2-resubmission.md	LIVE	open	
docs/orchestration/FREEZE-20260830-k0-deployment-7ac0edec.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-20260822-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-20260830-k0-7ac0edec.md	LIVE	open
docs/orchestration/GATE1-VERDICT-ROUND2-20260830-k0-7ac0edec.md	LIVE	open
docs/orchestration/GATE1-VERDICT-ROUND4-20260823-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-ROUND5-20260823-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-ROUND6-20260823-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-ROUND7-20260823-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-ROUND8-20260823-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GATE1-VERDICT-ROUND9-20260823-k0-execution-integrity.md	LIVE	open	
docs/orchestration/GRADE-20260825-d3-comparator-repair-fitness.md	LIVE	open	
docs/orchestration/GRADE-20260825-f17b-comparison-instrument-fitness.md	LIVE	open	
docs/orchestration/GRADE-20260825-selector-narrowing-fitness.md	LIVE	open	
docs/orchestration/HANDOFF-20260921-gbdt-remaining.md	LIVE	open	
docs/orchestration/HOLD-20260821-clause-c-verification.md	ARCHIVAL	terminal	
docs/orchestration/INDEX-20260920-retained-branches-not-on-main.md	LIVE	open	
docs/orchestration/INDEX-retracted-and-superseded-values.md	LIVE	open	
docs/orchestration/INTEGRATION-20260903-wave1-routing-freeze-and-ledger.md	LIVE	open	
docs/orchestration/INVENTORY-20260919-scientific-acceptance-criteria-from-code.md	ARCHIVAL	terminal	
docs/orchestration/LEDGER-20260920-deleted-branch-names-to-sha.md	LIVE	open	
docs/orchestration/LIVE-STATE.md	LIVE	generated	
docs/orchestration/LIVE-USAGE.md	LIVE	open	
docs/orchestration/MAP-20260817-gbdt-note-section-blockers.md	LIVE	open	
docs/orchestration/MEASUREMENT-20260822-m1-m6-at-pinned-sha.md	LIVE	open	
docs/orchestration/MEASUREMENT-20260823-m1-m6-at-the-candidate-and-canonical.md	LIVE	open	
docs/orchestration/NAVIGATION-20260917-z-pilot-outcome-route.md	LIVE	open	
docs/orchestration/OPERATIVE-SHEET-scalar5d.md	LIVE	open	
docs/orchestration/OUTCOME-20260919-cause3-anchor-has-no-eligible-member.md	LIVE	open	
docs/orchestration/OUTCOME-20260919-computed-acceptance-goal-C-blocked.md	LIVE	open	
docs/orchestration/OUTCOME-20260920-cause3-two-member-assessable-FAIL.md	LIVE	open	
docs/orchestration/P5-P6-20260822-entrypoint-set-and-blind-spots.md	LIVE	open	
docs/orchestration/PACKET-20260823-round10-oi136-runtime-violation-repair.md	LIVE	open	
docs/orchestration/PACKET-20260823-round5-f2a-f17a-repair.md	LIVE	open	
docs/orchestration/PACKET-20260823-round7-f2a-parity-and-f17a-filing.md	LIVE	open	
docs/orchestration/PACKET-20260901-pet-typed-descriptor-semantic-evidence.md	LIVE	open	""
docs/orchestration/PACKET-20260902-joseph-six-rulings-cause7-cause3-stop.md	LIVE	open	""
docs/orchestration/PACKET-20260905-full-scalar5d-successor-scope-question.md	LIVE	open	
docs/orchestration/PACKET-20260918-scalar5d-completion-inventory-and-null-route.md	LIVE	open	
docs/orchestration/PLAN-20260822-oneMember-mii-staged.md	LIVE	open	
docs/orchestration/PLAN-20260905-prompts-11-30-reconciled-to-the-0902-decision.md	LIVE	open	
docs/orchestration/PLAN-20260918-scalar5d-publication-completion.md	LIVE	open	
docs/orchestration/PLAYBOOK.md	LIVE	open	""
docs/orchestration/PREDECLARATION-20260812-fullevent-cstat-100-replicas.md	ARCHIVAL	superseded	docs/orchestration/PREDECLARATION-20260813-gate5-coherent-replicas-n50.md
docs/orchestration/PREDECLARATION-20260921-L2-lateral-seed-release.md	LIVE	open	
docs/orchestration/PREDECLARE-20260901-cause3-mii-estimator-seed-magnitude.md	LIVE	open
docs/orchestration/PREDECLARE-20260901-cause7-discharge-criteria.md	LIVE	open
docs/orchestration/PREDECLARE-20260905-cause7-only-successor-Y.md	LIVE	open	
docs/orchestration/PREREGISTRATION-20260919-cause3-two-member-campaign.json	MACHINE	open	
docs/orchestration/PREREGISTRATION-20260919-cause3-two-member-campaign.md	LIVE	open	
docs/orchestration/PROCEDURE-gbdtFive-macro-update.md	LIVE	open	
docs/orchestration/PROMPTS-20260811-four-session-closeout.md	LIVE	open	
docs/orchestration/PROMPTS-20260906-z-specification-session.md	LIVE	open	
docs/orchestration/PROPOSAL-20260830-k0r2-resubmission.md	LIVE	open	
docs/orchestration/PROPOSAL-20260902-oi173-reissue-cause4-M-referent.md	LIVE	open	
docs/orchestration/PROPOSAL-20260903-pet-gate6-branch-preservation-and-removal.md	LIVE	open	
docs/orchestration/PROPOSAL-20260908-z-sensitivity-criteria-over-publication-projections.md	ARCHIVAL	superseded	docs/orchestration/RECOMMENDATION-20260910-z-scientific-acceptance-criteria.md
docs/orchestration/PROPOSAL-20260921-note-appendix-and-test-consolidation.md	LIVE	open	
docs/orchestration/PROVENANCE-20260822-declaration-v-scalar5d-blocks.md	LIVE	open	
docs/orchestration/PROVENANCE-DEBT-20260810-standard-p4.md	LIVE	open	
docs/orchestration/PUBLICATION-READINESS-20260822.md	LIVE	open	
docs/orchestration/QUESTION-20260920-hadronic-response-coverage-for-eavail-w.md	LIVE	open	
docs/orchestration/R5-METER.md	LIVE	open	
docs/orchestration/RANK-AND-INVERSION-20260810.md	LIVE	open	
docs/orchestration/READING-ORDER-20260824-k0-package-annotations.md	LIVE	open	
docs/orchestration/README.md	DEAD	superseded	docs/orchestration/CATALOG.md
docs/orchestration/RECEIPT-20260822-k0-n1-and-guarded-arms.md	LIVE	open	
docs/orchestration/RECEIPT-20260824-k0-f8a-f9-f12-f17a-filings.md	LIVE	open	
docs/orchestration/RECOMMENDATION-20260910-z-scientific-acceptance-criteria.md	LIVE	open	
docs/orchestration/RECONCILIATION-20260817-gbdtfive-macros-vs-rebuilt-candidate.md	LIVE	open	
docs/orchestration/RECORD-20260830-k0-quarantine-and-seven-arm-submission.md	LIVE	open	
docs/orchestration/RECORD-20260830-k0r2-round2-submission.md	LIVE	open	
docs/orchestration/RECORD-20260830-oi179-remediation-confirmed.md	LIVE	open	
docs/orchestration/RECORD-20260901-k0r2-round2-outcome.md	LIVE	open	
docs/orchestration/RECORD-20260901-oi179-defect3-enforced.md	LIVE	terminal	
docs/orchestration/RECORD-20260920-PROJ-m1-publication-under-exception.md	LIVE	open	
docs/orchestration/REPORT-20260920-scalar5d-uncertainty-completion.md	LIVE	open	
docs/orchestration/REPRODUCTION-20260918-scalar5d-trunk-path.md	LIVE	open	
docs/orchestration/REVIEW-20260902-pet-typed-semantic-evidence.md	LIVE	open	""
docs/orchestration/REVIEW-20260919-R7-non-finite-member-footing.md	LIVE	open	
docs/orchestration/REVIEW-20260919-computed-acceptance-disposition.md	LIVE	open	
docs/orchestration/REVIEW-20260919-multi-member-grader-two-rounds.md	LIVE	open	
docs/orchestration/REVIEW-CONTRACT-20260822-k0-execution-integrity.md	LIVE	open	
docs/orchestration/RULING-20260902-quoted-column-permanence-is-p-scoped.md	LIVE	open	
docs/orchestration/RULING-20260908-joseph-a-merge-guard-refusal-is-terminal.md	LIVE	open	
docs/orchestration/RUN-20260919-cause3-two-member-campaign-launch.md	ARCHIVAL	terminal	
docs/orchestration/RUNBOOK-20260822-b1-lift-preflight.md	LIVE	open	
docs/orchestration/RUNBOOK-status-dashboard.md	LIVE	open	
docs/orchestration/SCHEDULING-STRATEGY.md	LIVE	open	
docs/orchestration/SCOREBOARD-20260817-quarantine-seven-causes.md	LIVE	open	
docs/orchestration/SESSION-WORKFLOW.md	LIVE	open	""
docs/orchestration/SPEC-20260814-gate5-cstat-construction-v1.md	LIVE	open	
docs/orchestration/SPEC-20260825-f17b-tree-comparison-instrument.md	LIVE	open	
docs/orchestration/SPEC-20260906-complete-scalar5d-successor-Z.md	LIVE	open	
docs/orchestration/TASK-HANDOFF.template.md	LIVE	open	""
docs/orchestration/TASK.template.md	LIVE	open	
docs/orchestration/USER-DECISIONS.md	LIVE	open	""
docs/orchestration/VERDICT-20260821-clausec-rerun-production-dimension.md	ARCHIVAL	terminal	
docs/orchestration/VERDICT-20260821-expiry-c-real-path-present-seed.md	ARCHIVAL	superseded	docs/orchestration/VERDICT-20260821-clausec-rerun-production-dimension.md
docs/orchestration/VERDICT-20260825-gate2-k0-rehearsal-nine-clauses.md	LIVE	open	
docs/orchestration/VERDICT-20260830-readiness-10-1-k0-7ac0edec.md	LIVE	open
docs/orchestration/VERDICT-20260920-third-lane-c5-c7-verification.md	LIVE	open	
docs/orchestration/VERIFICATION-20260822-k0-execution-integrity.md	LIVE	open	
docs/orchestration/VERIFICATION-20260921-v6-six-items-reproduced.md	LIVE	open	
docs/orchestration/VOI-20260906-cause3-mii-estimator-seed-scan.md	LIVE	open	
docs/orchestration/WAKER.md	LIVE	open	
docs/orchestration/WALKDOWN-20260822-one-pass.md	LIVE	open	
docs/orchestration/control-plane/campaign-origin.json	LIVE	open	""
docs/orchestration/control-plane/owners.tsv	LIVE	open	""
docs/orchestration/control-plane/playbook.tsv	LIVE	open	""
docs/orchestration/control-plane/policy.json	LIVE	open	""
docs/orchestration/control-plane/source-record-inventory.tsv	MACHINE	generated	""
docs/orchestration/control-plane/work-items.tsv	LIVE	open	""
docs/orchestration/control_plane_lint.py	LIVE	open	""
docs/orchestration/dashboard.html	MACHINE	generated	
docs/orchestration/probes/probe-20260918-aggregation-channel-directions.py	MACHINE	open	
docs/orchestration/probes/probe-20260918-l3-statistic-diagonal-breach-and-repair.py	MACHINE	open	
docs/orchestration/probes/probe-20260920-central-value-seed-movement.py	MACHINE	open	
docs/orchestration/probes/probe-20260920-seed-effect-at-matched-N.py	MACHINE	open	
docs/orchestration/probes/probe-20260920-sproj-resolution-floor.py	MACHINE	open	
docs/orchestration/state/CENTRAL-VALUE-20260920.json	MACHINE	open	
docs/orchestration/state/CENTRAL-VALUE-VS-SIGMA-20260920.json	MACHINE	open	
docs/orchestration/state/FLOOR-20260920-k0.json	MACHINE	open	
docs/orchestration/state/FLOOR-20260920-k1200.json	MACHINE	open	
docs/orchestration/state/GRADE-20260920-cause3-two-member.json	MACHINE	open	
docs/orchestration/state/PROJ-20260920-binding-check.json	MACHINE	open	
docs/orchestration/state/PROJ-20260920-m1-publication-receipt.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260822-quarantine-member-k000000-stale-replicas.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260826-b1-adoption-gate-preconditions-remeasured.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260826-k0-freeze-bundle-detectability.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260830-aa67c426-preservation-remeasurement.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260830-k0-7ac0edec-legs-1-5-submission.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260830-k0-deployment-and-freeze-bundle-7ac0edec.json	MACHINE	open	
docs/orchestration/state/RECEIPT-20260830-quarantine-k0-aa67c426-member-namespace.json	MACHINE	open	
docs/orchestration/state/SEED-EFFECT-20260920.json	MACHINE	open	
docs/orchestration/state/declaration-v-5d-covering-search-20260822.sh	MACHINE	open	
docs/orchestration/state/live-state-last-known.json	LIVE	open	
docs/orchestration/state/live-state.json	LIVE	open	
docs/orchestration/state/live-state.schema.json	LIVE	open	""
docs/orchestration/state/oi137-covering-search-20260822.sh	MACHINE	open	
docs/orchestration/state/probe-z-projected-stability-20260910.py	MACHINE	open	
docs/orchestration/DETERMINATION-20260920-merge-guard-scope-vs-registry-conflicts.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partF.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partG.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partH.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partI.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partJ.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partK.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partL.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partM.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partN.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partO.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partP.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partQ.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partR.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partS.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partT.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partU.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partV.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partW.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partX.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partY.md	LIVE	open	
docs/orchestration/REVIEW-20260910-z-acceptance-criteria-independent-derivation-partZ.md	LIVE	open	
docs/orchestration/RECORD-20260910-z-assessor-declines-proxy-transcription.md	LIVE	open	
docs/orchestration/CHECK-20260911-three-relayed-readings-gate2-mii-and-cost.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260911-precursor-repairs-against-P1-P18.md	LIVE	open	
docs/orchestration/PREREGISTER-20260911-precursor-repair-acceptance-criteria.md	LIVE	open	
docs/orchestration/READINESS-20260911-precursor-launch-six-dimensions.md	ARCHIVAL	terminal	
docs/orchestration/ASSESSMENT-20260911-endpoint-B-design-nine-claims.md	ARCHIVAL	terminal	
docs/orchestration/ASSESSMENT-20260911-scoped-letter-readiness.md	ARCHIVAL	terminal	
docs/orchestration/RECORD-20260910-z-assessor-receipt-of-relayed-findings.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260911-precursor-delta-10eb1bac.md	ARCHIVAL	terminal	
docs/orchestration/PREREGISTER-20260911-temp-file-repair-acceptance-criteria.md	LIVE	open	
docs/orchestration/REVIEW-20260911-temp-file-repair-against-T1-T14.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260912-temp-repair-delta-41a64f02-and-consumer-list.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260914-namespace-ownership-a71087e3.md	LIVE	open	
docs/orchestration/REVIEW-20260914-per-task-recovery-79badb2f.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260914-clause7-race-fix-8b89ff36.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260914-premise-B-durability-68a3da8a.md	ARCHIVAL	terminal	
docs/orchestration/REVIEW-20260914-final-clearance-e09513d8.md	ARCHIVAL	terminal	
docs/orchestration/PREREGISTER-20260915-epsilon-and-B-acceptance-requirements.md	ARCHIVAL	terminal	
docs/orchestration/ASSESSMENT-20260915-epsilon-1e-9-and-B.md	ARCHIVAL	terminal	
docs/orchestration/probes/probe-20260915-null-ratio-per-bin-bound-exact.py	LIVE	open	
docs/orchestration/ASSESSMENT-20260917-decision-support-section-12.md	LIVE	open	
docs/orchestration/ASSESSMENT-20260917-theta-and-the-propagation-argument.md	LIVE	open	
docs/orchestration/probes/probe-20260917-theta-finite-change-and-projection.py	LIVE	open	
docs/orchestration/probes/probe-20260918-my-own-theta-claims-corrected.py	LIVE	open	
docs/orchestration/ASSESSMENT-20260918-integrated-acceptance-and-E1.md	LIVE	open	
docs/orchestration/probes/probe-20260918-E1-independent-null-reconstruction.py	LIVE	open	
docs/orchestration/READBACK-20260918-rank3-lineage-footing-components-completeness.md	ARCHIVAL	terminal	
docs/orchestration/probes/probe-20260918-rank3-lineage-footing-completeness.py	LIVE	open	
docs/orchestration/ASSESSMENT-20260918-cause3-joint-baseline-acceptance-packet.md	LIVE	open	
docs/orchestration/probes/probe-20260918-cause3-projected-correlation-invariance.py	LIVE	open	
docs/orchestration/ASSESSMENT-20260918-L3-replacement-statistic.md	LIVE	open	
docs/orchestration/probes/probe-20260918-L3-disjoint-vs-actual-and-reference-dependence.py	LIVE	open	
docs/orchestration/READBACK-20260918-causes-5-and-7.md	ARCHIVAL	terminal	
docs/orchestration/probes/probe-20260918-cause7-lateral-band-branch-census.py	LIVE	open	
docs/orchestration/ASSESSMENT-20260918-causes-1-2-4-acceptance-criteria.md	LIVE	open	
docs/orchestration/VERIFICATION-20260918-scalar5d-adopt-clause-c.md	LIVE	open	
docs/orchestration/RECHECK-20260918-null-per-bin-distribution.md	ARCHIVAL	terminal	
docs/orchestration/probes/probe-20260918-null-per-bin-distribution-recheck.py	LIVE	open	
docs/orchestration/DECISION-20260910-joseph-accepts-outcome-2-and-opens-replacement-packet.md	LIVE	open	
docs/orchestration/DECISION-20260910-joseph-b-deferred-and-finite-ensemble-disclosure.md	LIVE	open	
docs/orchestration/state/probe-z-criteria-acceptance-mathematics-20260910.py	MACHINE	open	
docs/orchestration/state/check-withdrawal-completeness-20260910.py	MACHINE	open	
docs/orchestration/PACKET-20260910-z-consumer-set-and-endpoint-requirements.md	LIVE	open	
docs/orchestration/state/probe-z-consumer-inversion-20260910.py	MACHINE	open	
docs/orchestration/state/check-consumer-set-20260910.py	MACHINE	open	
docs/orchestration/PACKET-20260910-z-endpoint-A-acceptance-and-cause3-corr-amendment.md	LIVE	open	
docs/orchestration/DECISION-INPUT-20260911-named-projections-and-the-tolerance-choice.md	LIVE	open	
docs/orchestration/AMENDMENT-20260911-cause3-conditional-scope-and-kappa.md	LIVE	open	
docs/orchestration/COSTMODEL-20260911-z-pilot-and-scan.md	ARCHIVAL	terminal	
docs/orchestration/DESIGN-20260911-endpoint-B-generator-comparison-test.md	LIVE	open	
docs/orchestration/PREDECLARATION-20260916-B-estimator-and-coverage.md	LIVE	open	
docs/orchestration/RECOMMENDATION-20260916-theta-per-bin-uncertainty-tolerance.md	LIVE	open	
docs/orchestration/PROPOSAL-20260917-integrated-acceptance-existing-products.md	LIVE	open	
docs/orchestration/PACKET-20260917-cause3-joint-baseline-acceptance.md	LIVE	open	
docs/orchestration/PACKET-20260918-causes-1-2-4-acceptance-criteria.md	LIVE	open	
docs/orchestration/DECISION-SUPPORT-20260916-z-to-adopted-5d-covariance.md	LIVE	open	
docs/orchestration/PROPOSAL-20260916-B-and-S-bounded-determinism-control.md	LIVE	open	
docs/orchestration/probes/probe-20260917-projection-bound-counterexample.py	MACHINE	open	
docs/orchestration/probes/probe-20260917-theta-assessment-corrections.py	MACHINE	open	
